runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name,num_agents
0.021441,0,1,8095,37479,8051,8051,8051,8051,0,0,0,0,0,0,0,0,0,0,0,0.000188,0,0,0,0,0,0,0,0,0.181851,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,36
0.017576,0,1,7151,32930,7111,7111,7111,7111,0,0,0,0,0,0,0,0,0,0,0,0.000184,0,0,0,0,0,0,0,0,0.158116,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,32
0.016569,0,1,7092,32648,7053,7053,7053,7053,0,0,0,0,0,0,0,0,0,0,0,0.000169,0,0,0,0,0,0,0,0,0.149117,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,31
0.014937,0,1,6524,29895,6487,6487,6487,6487,0,0,0,0,0,0,0,0,0,0,0,0.000142,0,0,0,0,0,0,0,0,0.1388,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,29
0.01885,0,1,7390,34111,7348,7348,7348,7348,0,0,0,0,0,0,0,0,0,0,0,0.000201,0,0,0,0,0,0,0,0,0.164888,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,34
0.033264,0,1,10392,48374,10336,10336,10336,10336,0,0,0,0,0,0,0,0,0,0,0,0.000374,0,0,0,0,0,0,0,0,0.224611,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,46
0.032749,0,1,10355,48205,10300,10300,10300,10300,0,0,0,0,0,0,0,0,0,0,0,0.00031,0,0,0,0,0,0,0,0,0.220101,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,45
0.020269,0,1,7822,36150,7779,7779,7779,7779,0,0,0,0,0,0,0,0,0,0,0,0.000209,0,0,0,0,0,0,0,0,0.168766,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,35
0.05097,2,5,13928,63753,11879,11879,11878,11878,0,2,0,0,0,0,0,0,0,0,0,0.000505,0,0,0,0,3e-06,0.002064,0.005895,0.007085,0.270865,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,52
0.018196,0,1,7249,33410,7208,7208,7208,7208,0,0,0,0,0,0,0,0,0,0,0,0.000184,0,0,0,0,0,0,0,0,0.159983,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,33
